airline_iata,airline_name,airline_country,src_iata,src_airport,src_city,src_country,src_lat,src_lon,dst_iata,dst_airport,dst_city,dst_country,dst_lat,dst_lon,codeshare,stops,equipment,distance_km
2B,Aerocondor,Portugal,AER,Sochi International Airport,Sochi,RU,43.449902,39.9566,KZN,Kazan International Airport,Kazan,RU,55.606201,49.278702,,0,CR2,1507
2B,Aerocondor,Portugal,ASF,Astrakhan Narimanovo Boris M. Kustodiev International Airport,Astrakhan,RU,46.282843,48.010511,KZN,Kazan International Airport,Kazan,RU,55.606201,49.278702,,0,CR2,1040
2B,Aerocondor,Portugal,ASF,Astrakhan Narimanovo Boris M. Kustodiev International Airport,Astrakhan,RU,46.282843,48.010511,MRV,Mineralnye Vody Airport,Mineralnyye Vody,RU,44.225101,43.081902,,0,CR2,448
2B,Aerocondor,Portugal,CEK,Kurchatov Chelyabinsk International Airport,Chelyabinsk,RU,55.303141,61.504927,KZN,Kazan International Airport,Kazan,RU,55.606201,49.278702,,0,CR2,771
2B,Aerocondor,Portugal,CEK,Kurchatov Chelyabinsk International Airport,Chelyabinsk,RU,55.303141,61.504927,OVB,Novosibirsk Tolmachevo Airport,Novosibirsk,RU,55.019756,82.618675,,0,CR2,1336
2B,Aerocondor,Portugal,DME,Domodedovo International Airport,Moscow,RU,55.408798,37.9063,KZN,Kazan International Airport,Kazan,RU,55.606201,49.278702,,0,CR2,716
2B,Aerocondor,Portugal,DME,Domodedovo International Airport,Moscow,RU,55.408798,37.9063,NBC,Begishevo Airport,Nizhnekamsk,RU,55.564701,52.092499,,0,CR2,892
2B,Aerocondor,Portugal,DME,Domodedovo International Airport,Moscow,RU,55.408798,37.9063,TGK,Taganrog Yuzhny Airport,Taganrog,RU,47.1983333,38.8491667,,0,CR2,915
2B,Aerocondor,Portugal,DME,Domodedovo International Airport,Moscow,RU,55.408798,37.9063,UUA,Bugulma Airport,Bugulma,RU,54.641184,52.800229,,0,CR2,951
2B,Aerocondor,Portugal,EGO,Belgorod International Airport,Belgorod,RU,50.643798828125,36.5900993347168,KGD,Khrabrovo Airport,Kaliningrad,RU,54.89161,20.598559,,0,CR2,1172
2B,Aerocondor,Portugal,EGO,Belgorod International Airport,Belgorod,RU,50.643798828125,36.5900993347168,KZN,Kazan International Airport,Kazan,RU,55.606201,49.278702,,0,CR2,1008
2B,Aerocondor,Portugal,GYD,Heydar Aliyev International Airport,Baku,AZ,40.47278,50.050931,NBC,Begishevo Airport,Nizhnekamsk,RU,55.564701,52.092499,,0,CR2,1685
2B,Aerocondor,Portugal,KGD,Khrabrovo Airport,Kaliningrad,RU,54.89161,20.598559,EGO,Belgorod International Airport,Belgorod,RU,50.643798828125,36.5900993347168,,0,CR2,1172
2B,Aerocondor,Portugal,KZN,Kazan International Airport,Kazan,RU,55.606201,49.278702,AER,Sochi International Airport,Sochi,RU,43.449902,39.9566,,0,CR2,1507
2B,Aerocondor,Portugal,KZN,Kazan International Airport,Kazan,RU,55.606201,49.278702,ASF,Astrakhan Narimanovo Boris M. Kustodiev International Airport,Astrakhan,RU,46.282843,48.010511,,0,CR2,1040
2B,Aerocondor,Portugal,KZN,Kazan International Airport,Kazan,RU,55.606201,49.278702,CEK,Kurchatov Chelyabinsk International Airport,Chelyabinsk,RU,55.303141,61.504927,,0,CR2,771
2B,Aerocondor,Portugal,KZN,Kazan International Airport,Kazan,RU,55.606201,49.278702,DME,Domodedovo International Airport,Moscow,RU,55.408798,37.9063,,0,CR2,716
2B,Aerocondor,Portugal,KZN,Kazan International Airport,Kazan,RU,55.606201,49.278702,EGO,Belgorod International Airport,Belgorod,RU,50.643798828125,36.5900993347168,,0,CR2,1008
2B,Aerocondor,Portugal,KZN,Kazan International Airport,Kazan,RU,55.606201,49.278702,LED,Pulkovo Airport,St. Petersburg,RU,59.800301,30.262501,,0,CR2,1217
2B,Aerocondor,Portugal,KZN,Kazan International Airport,Kazan,RU,55.606201,49.278702,SVX,Koltsovo Airport,Yekaterinburg,RU,56.743099212646,60.802700042725,,0,CR2,724
2B,Aerocondor,Portugal,LED,Pulkovo Airport,St. Petersburg,RU,59.800301,30.262501,KZN,Kazan International Airport,Kazan,RU,55.606201,49.278702,,0,CR2,1217
2B,Aerocondor,Portugal,LED,Pulkovo Airport,St. Petersburg,RU,59.800301,30.262501,NBC,Begishevo Airport,Nizhnekamsk,RU,55.564701,52.092499,,0,CR2,1373
2B,Aerocondor,Portugal,LED,Pulkovo Airport,St. Petersburg,RU,59.800301,30.262501,UUA,Bugulma Airport,Bugulma,RU,54.641184,52.800229,,0,CR2,1464
2B,Aerocondor,Portugal,MRV,Mineralnye Vody Airport,Mineralnyye Vody,RU,44.225101,43.081902,ASF,Astrakhan Narimanovo Boris M. Kustodiev International Airport,Astrakhan,RU,46.282843,48.010511,,0,CR2,448
2B,Aerocondor,Portugal,NBC,Begishevo Airport,Nizhnekamsk,RU,55.564701,52.092499,DME,Domodedovo International Airport,Moscow,RU,55.408798,37.9063,,0,CR2,892
2B,Aerocondor,Portugal,NBC,Begishevo Airport,Nizhnekamsk,RU,55.564701,52.092499,GYD,Heydar Aliyev International Airport,Baku,AZ,40.47278,50.050931,,0,CR2,1685
2B,Aerocondor,Portugal,NBC,Begishevo Airport,Nizhnekamsk,RU,55.564701,52.092499,LED,Pulkovo Airport,St. Petersburg,RU,59.800301,30.262501,,0,CR2,1373
2B,Aerocondor,Portugal,NBC,Begishevo Airport,Nizhnekamsk,RU,55.564701,52.092499,SVX,Koltsovo Airport,Yekaterinburg,RU,56.743099212646,60.802700042725,,0,CR2,555
2B,Aerocondor,Portugal,NJC,Nizhnevartovsk Airport,Nizhnevartovsk,RU,60.949299,76.483597,SVX,Koltsovo Airport,Yekaterinburg,RU,56.743099212646,60.802700042725,,0,CR2,1013
2B,Aerocondor,Portugal,NJC,Nizhnevartovsk Airport,Nizhnevartovsk,RU,60.949299,76.483597,UUA,Bugulma Airport,Bugulma,RU,54.641184,52.800229,,0,CR2,1557
2B,Aerocondor,Portugal,NUX,Novy Urengoy Airport,Novy Urengoy,RU,66.06939697265625,76.52030181884766,SVX,Koltsovo Airport,Yekaterinburg,RU,56.743099212646,60.802700042725,,0,CR2,1325
2B,Aerocondor,Portugal,OVB,Novosibirsk Tolmachevo Airport,Novosibirsk,RU,55.019756,82.618675,CEK,Kurchatov Chelyabinsk International Airport,Chelyabinsk,RU,55.303141,61.504927,,0,CR2,1336
2B,Aerocondor,Portugal,OVB,Novosibirsk Tolmachevo Airport,Novosibirsk,RU,55.019756,82.618675,SVX,Koltsovo Airport,Yekaterinburg,RU,56.743099212646,60.802700042725,,0,CR2,1368
2B,Aerocondor,Portugal,SVX,Koltsovo Airport,Yekaterinburg,RU,56.743099212646,60.802700042725,KZN,Kazan International Airport,Kazan,RU,55.606201,49.278702,,0,CR2,724
2B,Aerocondor,Portugal,SVX,Koltsovo Airport,Yekaterinburg,RU,56.743099212646,60.802700042725,NBC,Begishevo Airport,Nizhnekamsk,RU,55.564701,52.092499,,0,CR2,555
2B,Aerocondor,Portugal,SVX,Koltsovo Airport,Yekaterinburg,RU,56.743099212646,60.802700042725,NJC,Nizhnevartovsk Airport,Nizhnevartovsk,RU,60.949299,76.483597,,0,CR2,1013
2B,Aerocondor,Portugal,SVX,Koltsovo Airport,Yekaterinburg,RU,56.743099212646,60.802700042725,NUX,Novy Urengoy Airport,Novy Urengoy,RU,66.06939697265625,76.52030181884766,,0,CR2,1325
2B,Aerocondor,Portugal,SVX,Koltsovo Airport,Yekaterinburg,RU,56.743099212646,60.802700042725,OVB,Novosibirsk Tolmachevo Airport,Novosibirsk,RU,55.019756,82.618675,,0,CR2,1368
2B,Aerocondor,Portugal,TGK,Taganrog Yuzhny Airport,Taganrog,RU,47.1983333,38.8491667,DME,Domodedovo International Airport,Moscow,RU,55.408798,37.9063,,0,CR2,915
2B,Aerocondor,Portugal,UUA,Bugulma Airport,Bugulma,RU,54.641184,52.800229,DME,Domodedovo International Airport,Moscow,RU,55.408798,37.9063,,0,CR2,951
2B,Aerocondor,Portugal,UUA,Bugulma Airport,Bugulma,RU,54.641184,52.800229,LED,Pulkovo Airport,St. Petersburg,RU,59.800301,30.262501,,0,CR2,1464
2B,Aerocondor,Portugal,UUA,Bugulma Airport,Bugulma,RU,54.641184,52.800229,NJC,Nizhnevartovsk Airport,Nizhnevartovsk,RU,60.949299,76.483597,,0,CR2,1557
2G,San Juan Airlines,United States,BTK,Bratsk Airport,Bratsk,RU,56.3696,101.701822,IKT,Irkutsk International Airport,Irkutsk,RU,52.266707,104.395563,,0,A81,488
2G,San Juan Airlines,United States,BTK,Bratsk Airport,Bratsk,RU,56.3696,101.701822,OVB,Novosibirsk Tolmachevo Airport,Novosibirsk,RU,55.019756,82.618675,,0,A81,1201
2G,San Juan Airlines,United States,CEK,Kurchatov Chelyabinsk International Airport,Chelyabinsk,RU,55.303141,61.504927,OVB,Novosibirsk Tolmachevo Airport,Novosibirsk,RU,55.019756,82.618675,,0,A81,1336
2G,San Juan Airlines,United States,HTA,Chita-Kadala International Airport,Chita,RU,52.024841,113.305839,IKT,Irkutsk International Airport,Irkutsk,RU,52.266707,104.395563,,0,AN4,608
2G,San Juan Airlines,United States,IKT,Irkutsk International Airport,Irkutsk,RU,52.266707,104.395563,BTK,Bratsk Airport,Bratsk,RU,56.3696,101.701822,,0,A81,488
2G,San Juan Airlines,United States,IKT,Irkutsk International Airport,Irkutsk,RU,52.266707,104.395563,HTA,Chita-Kadala International Airport,Chita,RU,52.024841,113.305839,,0,AN4,608
2G,San Juan Airlines,United States,IKT,Irkutsk International Airport,Irkutsk,RU,52.266707,104.395563,KCK,Kirensk Airport,Kirensk,RU,57.773,108.064,,0,AN4,655
2G,San Juan Airlines,United States,IKT,Irkutsk International Airport,Irkutsk,RU,52.266707,104.395563,ODO,Bodaybo Airport,Bodaybo,RU,57.866100311299995,114.242996216,,0,AN4,882
2G,San Juan Airlines,United States,IKT,Irkutsk International Airport,Irkutsk,RU,52.266707,104.395563,OVB,Novosibirsk Tolmachevo Airport,Novosibirsk,RU,55.019756,82.618675,,0,A81,1461
2G,San Juan Airlines,United States,IKT,Irkutsk International Airport,Irkutsk,RU,52.266707,104.395563,UKX,Ust-Kut Airport,Ust-Kut,RU,56.856701,105.730003,,0,AN4,518
2G,San Juan Airlines,United States,IKT,Irkutsk International Airport,Irkutsk,RU,52.266707,104.395563,ULK,Lensk Airport,Lensk,RU,60.7206001282,114.825996399,,0,AN4,1134
2G,San Juan Airlines,United States,IKT,Irkutsk International Airport,Irkutsk,RU,52.266707,104.395563,YKS,Platon Oyunsky Yakutsk International Airport,Yakutsk,RU,62.0933,129.770996,,0,A81,1860
2G,San Juan Airlines,United States,KCK,Kirensk Airport,Kirensk,RU,57.773,108.064,IKT,Irkutsk International Airport,Irkutsk,RU,52.266707,104.395563,,0,AN4,655
2G,San Juan Airlines,United States,MJZ,Mirny Airport,Mirny,RU,62.534698486328125,114.03900146484375,OVB,Novosibirsk Tolmachevo Airport,Novosibirsk,RU,55.019756,82.618675,,0,A81,1969
2G,San Juan Airlines,United States,ODO,Bodaybo Airport,Bodaybo,RU,57.866100311299995,114.242996216,IKT,Irkutsk International Airport,Irkutsk,RU,52.266707,104.395563,,0,AN4,882
2G,San Juan Airlines,United States,OVB,Novosibirsk Tolmachevo Airport,Novosibirsk,RU,55.019756,82.618675,BTK,Bratsk Airport,Bratsk,RU,56.3696,101.701822,,0,A81,1201
2G,San Juan Airlines,United States,OVB,Novosibirsk Tolmachevo Airport,Novosibirsk,RU,55.019756,82.618675,CEK,Kurchatov Chelyabinsk International Airport,Chelyabinsk,RU,55.303141,61.504927,,0,A81,1336
2G,San Juan Airlines,United States,OVB,Novosibirsk Tolmachevo Airport,Novosibirsk,RU,55.019756,82.618675,IKT,Irkutsk International Airport,Irkutsk,RU,52.266707,104.395563,,0,A81,1461
2G,San Juan Airlines,United States,UKX,Ust-Kut Airport,Ust-Kut,RU,56.856701,105.730003,IKT,Irkutsk International Airport,Irkutsk,RU,52.266707,104.395563,,0,AN4,518
2G,San Juan Airlines,United States,ULK,Lensk Airport,Lensk,RU,60.7206001282,114.825996399,IKT,Irkutsk International Airport,Irkutsk,RU,52.266707,104.395563,,0,AN4,1134
2G,San Juan Airlines,United States,YKS,Platon Oyunsky Yakutsk International Airport,Yakutsk,RU,62.0933,129.770996,IKT,Irkutsk International Airport,Irkutsk,RU,52.266707,104.395563,,0,A81,1860
2I,Star Peru (2I),Peru,AYP,Air Force Colonel Alfredo Mendivil Duarte Airport,Ayacucho,PE,-13.1548,-74.204399,LIM,Jorge Chávez International Airport,Lima,PE,-12.0219,-77.114305,,0,142,340
2I,Star Peru (2I),Peru,CUZ,Alejandro Velasco Astete International Airport,Cusco,PE,-13.535699844400002,-71.9387969971,LIM,Jorge Chávez International Airport,Lima,PE,-12.0219,-77.114305,,0,142 141,586
2I,Star Peru (2I),Peru,CUZ,Alejandro Velasco Astete International Airport,Cusco,PE,-13.535699844400002,-71.9387969971,PEM,Padre Aldamiz International Airport,Puerto Maldonado,PE,-12.6135997772,-69.2285995483,,0,142,311
2I,Star Peru (2I),Peru,HUU,Alferez Fap David Figueroa Fernandini Airport,Huánuco,PE,-9.878809928894043,-76.20480346679688,LIM,Jorge Chávez International Airport,Lima,PE,-12.0219,-77.114305,,0,141,258
2I,Star Peru (2I),Peru,IQT,Coronel FAP Francisco Secada Vignetta International Airport,Iquitos,PE,-3.78474,-73.3088,PCL,Cap FAP David Abenzur Rengifo International Airport,Pucallpa,PE,-8.378064,-74.574495,,0,143,530
2I,Star Peru (2I),Peru,IQT,Coronel FAP Francisco Secada Vignetta International Airport,Iquitos,PE,-3.78474,-73.3088,TPP,Cadete FAP Guillermo Del Castillo Paredes Airport,Tarapoto,PE,-6.508739948272705,-76.37319946289062,,0,142,455
2I,Star Peru (2I),Peru,LIM,Jorge Chávez International Airport,Lima,PE,-12.0219,-77.114305,AYP,Air Force Colonel Alfredo Mendivil Duarte Airport,Ayacucho,PE,-13.1548,-74.204399,,0,142,340
2I,Star Peru (2I),Peru,LIM,Jorge Chávez International Airport,Lima,PE,-12.0219,-77.114305,CUZ,Alejandro Velasco Astete International Airport,Cusco,PE,-13.535699844400002,-71.9387969971,,0,142 141,586
2I,Star Peru (2I),Peru,LIM,Jorge Chávez International Airport,Lima,PE,-12.0219,-77.114305,HUU,Alferez Fap David Figueroa Fernandini Airport,Huánuco,PE,-9.878809928894043,-76.20480346679688,,0,141,258
2I,Star Peru (2I),Peru,LIM,Jorge Chávez International Airport,Lima,PE,-12.0219,-77.114305,PCL,Cap FAP David Abenzur Rengifo International Airport,Pucallpa,PE,-8.378064,-74.574495,,0,143 146,491
2I,Star Peru (2I),Peru,LIM,Jorge Chávez International Airport,Lima,PE,-12.0219,-77.114305,TPP,Cadete FAP Guillermo Del Castillo Paredes Airport,Tarapoto,PE,-6.508739948272705,-76.37319946289062,,0,142 146,618
2I,Star Peru (2I),Peru,PCL,Cap FAP David Abenzur Rengifo International Airport,Pucallpa,PE,-8.378064,-74.574495,IQT,Coronel FAP Francisco Secada Vignetta International Airport,Iquitos,PE,-3.78474,-73.3088,,0,143,530
2I,Star Peru (2I),Peru,PCL,Cap FAP David Abenzur Rengifo International Airport,Pucallpa,PE,-8.378064,-74.574495,LIM,Jorge Chávez International Airport,Lima,PE,-12.0219,-77.114305,,0,143 146,491
2I,Star Peru (2I),Peru,PCL,Cap FAP David Abenzur Rengifo International Airport,Pucallpa,PE,-8.378064,-74.574495,TPP,Cadete FAP Guillermo Del Castillo Paredes Airport,Tarapoto,PE,-6.508739948272705,-76.37319946289062,,0,146,287
2I,Star Peru (2I),Peru,PEM,Padre Aldamiz International Airport,Puerto Maldonado,PE,-12.6135997772,-69.2285995483,CUZ,Alejandro Velasco Astete International Airport,Cusco,PE,-13.535699844400002,-71.9387969971,,0,142,311
2I,Star Peru (2I),Peru,TPP,Cadete FAP Guillermo Del Castillo Paredes Airport,Tarapoto,PE,-6.508739948272705,-76.37319946289062,IQT,Coronel FAP Francisco Secada Vignetta International Airport,Iquitos,PE,-3.78474,-73.3088,,0,142,455
2I,Star Peru (2I),Peru,TPP,Cadete FAP Guillermo Del Castillo Paredes Airport,Tarapoto,PE,-6.508739948272705,-76.37319946289062,LIM,Jorge Chávez International Airport,Lima,PE,-12.0219,-77.114305,,0,142 146,618
2I,Star Peru (2I),Peru,TPP,Cadete FAP Guillermo Del Castillo Paredes Airport,Tarapoto,PE,-6.508739948272705,-76.37319946289062,PCL,Cap FAP David Abenzur Rengifo International Airport,Pucallpa,PE,-8.378064,-74.574495,,0,146,287
2J,Air Burkina,Burkina Faso,ABJ,Félix-Houphouët-Boigny International Airport,Abidjan,CI,5.26139,-3.92629,BOY,Bobo Dioulasso Airport,Bobo Dioulasso,BF,11.1601,-4.33097,,0,CRJ,657
2J,Air Burkina,Burkina Faso,ABJ,Félix-Houphouët-Boigny International Airport,Abidjan,CI,5.26139,-3.92629,OUA,Ouagadougou Thomas Sankara International Airport,Ouagadougou,BF,12.3532,-1.51242,,0,E70 CRJ M87,832
2J,Air Burkina,Burkina Faso,ACC,Kotoka International Airport,Accra,GH,5.605189800262451,-0.16678600013256073,OUA,Ouagadougou Thomas Sankara International Airport,Ouagadougou,BF,12.3532,-1.51242,,0,CRJ,765
2J,Air Burkina,Burkina Faso,BKO,Modibo Keita International Airport,Bamako,ML,12.5335,-7.94994,ABJ,Félix-Houphouët-Boigny International Airport,Abidjan,CI,5.26139,-3.92629,,0,M87,921
2J,Air Burkina,Burkina Faso,BKO,Modibo Keita International Airport,Bamako,ML,12.5335,-7.94994,DKR,Léopold Sédar Senghor International Airport,Dakar,SN,14.742337,-17.479222,,0,M87,1058
2J,Air Burkina,Burkina Faso,BKO,Modibo Keita International Airport,Bamako,ML,12.5335,-7.94994,OUA,Ouagadougou Thomas Sankara International Airport,Ouagadougou,BF,12.3532,-1.51242,,0,CRJ,699
2J,Air Burkina,Burkina Faso,BOY,Bobo Dioulasso Airport,Bobo Dioulasso,BF,11.1601,-4.33097,ABJ,Félix-Houphouët-Boigny International Airport,Abidjan,CI,5.26139,-3.92629,,0,CRJ,657
2J,Air Burkina,Burkina Faso,BOY,Bobo Dioulasso Airport,Bobo Dioulasso,BF,11.1601,-4.33097,OUA,Ouagadougou Thomas Sankara International Airport,Ouagadougou,BF,12.3532,-1.51242,,0,CRJ,334
2J,Air Burkina,Burkina Faso,COO,Cotonou Cadjehoun International Airport,Cotonou,BJ,6.35723,2.38435,LFW,Lomé–Tokoin International Airport,Lomé,TG,6.16561,1.25451,,0,M87,127
2J,Air Burkina,Burkina Faso,COO,Cotonou Cadjehoun International Airport,Cotonou,BJ,6.35723,2.38435,OUA,Ouagadougou Thomas Sankara International Airport,Ouagadougou,BF,12.3532,-1.51242,,0,M87,792
2J,Air Burkina,Burkina Faso,DKR,Léopold Sédar Senghor International Airport,Dakar,SN,14.742337,-17.479222,BKO,Modibo Keita International Airport,Bamako,ML,12.5335,-7.94994,,0,M87,1058
2J,Air Burkina,Burkina Faso,DKR,Léopold Sédar Senghor International Airport,Dakar,SN,14.742337,-17.479222,OUA,Ouagadougou Thomas Sankara International Airport,Ouagadougou,BF,12.3532,-1.51242,,0,M87,1746
2J,Air Burkina,Burkina Faso,LFW,Lomé–Tokoin International Airport,Lomé,TG,6.16561,1.25451,OUA,Ouagadougou Thomas Sankara International Airport,Ouagadougou,BF,12.3532,-1.51242,,0,M87 CRJ,752
2J,Air Burkina,Burkina Faso,NIM,Diori Hamani International Airport,Niamey,NE,13.4815,2.18361,OUA,Ouagadougou Thomas Sankara International Airport,Ouagadougou,BF,12.3532,-1.51242,,0,CRJ,420
2J,Air Burkina,Burkina Faso,OUA,Ouagadougou Thomas Sankara International Airport,Ouagadougou,BF,12.3532,-1.51242,ABJ,Félix-Houphouët-Boigny International Airport,Abidjan,CI,5.26139,-3.92629,,0,E70 CRJ M87,832
2J,Air Burkina,Burkina Faso,OUA,Ouagadougou Thomas Sankara International Airport,Ouagadougou,BF,12.3532,-1.51242,ACC,Kotoka International Airport,Accra,GH,5.605189800262451,-0.16678600013256073,,0,CRJ,765
2J,Air Burkina,Burkina Faso,OUA,Ouagadougou Thomas Sankara International Airport,Ouagadougou,BF,12.3532,-1.51242,BKO,Modibo Keita International Airport,Bamako,ML,12.5335,-7.94994,,0,M87 CRJ,699
2J,Air Burkina,Burkina Faso,OUA,Ouagadougou Thomas Sankara International Airport,Ouagadougou,BF,12.3532,-1.51242,BOY,Bobo Dioulasso Airport,Bobo Dioulasso,BF,11.1601,-4.33097,,0,CRJ,334
2J,Air Burkina,Burkina Faso,OUA,Ouagadougou Thomas Sankara International Airport,Ouagadougou,BF,12.3532,-1.51242,COO,Cotonou Cadjehoun International Airport,Cotonou,BJ,6.35723,2.38435,,0,M87,792
2J,Air Burkina,Burkina Faso,OUA,Ouagadougou Thomas Sankara International Airport,Ouagadougou,BF,12.3532,-1.51242,DKR,Léopold Sédar Senghor International Airport,Dakar,SN,14.742337,-17.479222,,0,M87,1746
2J,Air Burkina,Burkina Faso,OUA,Ouagadougou Thomas Sankara International Airport,Ouagadougou,BF,12.3532,-1.51242,LFW,Lomé–Tokoin International Airport,Lomé,TG,6.16561,1.25451,,0,CRJ,752
2J,Air Burkina,Burkina Faso,OUA,Ouagadougou Thomas Sankara International Airport,Ouagadougou,BF,12.3532,-1.51242,NIM,Diori Hamani International Airport,Niamey,NE,13.4815,2.18361,,0,CRJ,420
2K,Aerolineas Galapagos (Aerogal),Ecuador,BOG,El Dorado International Airport,Bogota,CO,4.70159,-74.1469,GYE,José Joaquín de Olmedo International Airport,Guayaquil,EC,-2.15742,-79.883598,,0,319,994
2K,Aerolineas Galapagos (Aerogal),Ecuador,BOG,El Dorado International Airport,Bogota,CO,4.70159,-74.1469,UIO,Mariscal Sucre International Airport,Quito,EC,-0.125399,-78.354306,,0,319 320,712
2K,Aerolineas Galapagos (Aerogal),Ecuador,CLO,Alfonso Bonilla Aragon International Airport,Cali,CO,3.542717,-76.381898,GYE,José Joaquín de Olmedo International Airport,Guayaquil,EC,-2.15742,-79.883598,,0,319,744
2K,Aerolineas Galapagos (Aerogal),Ecuador,GYE,José Joaquín de Olmedo International Airport,Guayaquil,EC,-2.15742,-79.883598,BOG,El Dorado International Airport,Bogota,CO,4.70159,-74.1469,,0,319,994
2K,Aerolineas Galapagos (Aerogal),Ecuador,GYE,José Joaquín de Olmedo International Airport,Guayaquil,EC,-2.15742,-79.883598,CLO,Alfonso Bonilla Aragon International Airport,Cali,CO,3.542717,-76.381898,,0,319,744
2K,Aerolineas Galapagos (Aerogal),Ecuador,GYE,José Joaquín de Olmedo International Airport,Guayaquil,EC,-2.15742,-79.883598,SCY,San Cristóbal Airport,Puerto Baquerizo Moreno,EC,-0.910206,-89.617401,,0,319 320,1091
2K,Aerolineas Galapagos (Aerogal),Ecuador,GYE,José Joaquín de Olmedo International Airport,Guayaquil,EC,-2.15742,-79.883598,UIO,Mariscal Sucre International Airport,Quito,EC,-0.125399,-78.354306,,0,320 319,283
2K,Aerolineas Galapagos (Aerogal),Ecuador,OCC,Francisco De Orellana Airport,Coca,EC,-0.462886,-76.986801,UIO,Mariscal Sucre International Airport,Quito,EC,-0.125399,-78.354306,,0,319,157
2K,Aerolineas Galapagos (Aerogal),Ecuador,SCY,San Cristóbal Airport,Puerto Baquerizo Moreno,EC,-0.910206,-89.617401,GYE,José Joaquín de Olmedo International Airport,Guayaquil,EC,-2.15742,-79.883598,,0,319 320,1091
2K,Aerolineas Galapagos (Aerogal),Ecuador,UIO,Mariscal Sucre International Airport,Quito,EC,-0.125399,-78.354306,BOG,El Dorado International Airport,Bogota,CO,4.70159,-74.1469,,0,319 320,712
2K,Aerolineas Galapagos (Aerogal),Ecuador,UIO,Mariscal Sucre International Airport,Quito,EC,-0.125399,-78.354306,GYE,José Joaquín de Olmedo International Airport,Guayaquil,EC,-2.15742,-79.883598,,0,319,283
2K,Aerolineas Galapagos (Aerogal),Ecuador,UIO,Mariscal Sucre International Airport,Quito,EC,-0.125399,-78.354306,OCC,Francisco De Orellana Airport,Coca,EC,-0.462886,-76.986801,,0,319,157
2L,Helvetic Airways,Switzerland,BDS,Brindisi Airport,Brindisi,IT,40.6576,17.947001,ZRH,Zürich Airport,Zurich,CH,47.458056,8.548056,,0,100,1064
2L,Helvetic Airways,Switzerland,BOD,Bordeaux–Mérignac Airport,Bordeaux,FR,44.82865,-0.715356,ZRH,Zürich Airport,Zurich,CH,47.458056,8.548056,,0,100,771
2L,Helvetic Airways,Switzerland,BRS,Bristol Airport,Bristol,GB,51.382326,-2.716453,ZRH,Zürich Airport,Zurich,CH,47.458056,8.548056,,0,100,923
2L,Helvetic Airways,Switzerland,GVA,Geneva International Airport,Geneva,CH,46.238098,6.10895,LPA,Gran Canaria Airport,Gran Canaria Island,ES,27.9319,-15.3866,,0,319,2771
2L,Helvetic Airways,Switzerland,LCA,Larnaca International Airport,Larnaca,CY,34.875099,33.624901,ZRH,Zürich Airport,Zurich,CH,47.458056,8.548056,,0,319,2505
2L,Helvetic Airways,Switzerland,LPA,Gran Canaria Airport,Gran Canaria Island,ES,27.9319,-15.3866,ZRH,Zürich Airport,Zurich,CH,47.458056,8.548056,,0,319,3001
2L,Helvetic Airways,Switzerland,RMF,Marsa Alam International Airport,Marsa Alam,EG,25.555548,34.59245,ZRH,Zürich Airport,Zurich,CH,47.458056,8.548056,,0,319,3338
2L,Helvetic Airways,Switzerland,TFS,Tenerife Sur Airport,Tenerife,ES,28.0445,-16.5725,GVA,Geneva International Airport,Geneva,CH,46.238098,6.10895,,0,319,2832
2L,Helvetic Airways,Switzerland,ZRH,Zürich Airport,Zurich,CH,47.458056,8.548056,BDS,Brindisi Airport,Brindisi,IT,40.6576,17.947001,,0,100,1064
2L,Helvetic Airways,Switzerland,ZRH,Zürich Airport,Zurich,CH,47.458056,8.548056,BOD,Bordeaux–Mérignac Airport,Bordeaux,FR,44.82865,-0.715356,,0,100,771
2L,Helvetic Airways,Switzerland,ZRH,Zürich Airport,Zurich,CH,47.458056,8.548056,BRS,Bristol Airport,Bristol,GB,51.382326,-2.716453,,0,100,923
2L,Helvetic Airways,Switzerland,ZRH,Zürich Airport,Zurich,CH,47.458056,8.548056,LCA,Larnaca International Airport,Larnaca,CY,34.875099,33.624901,,0,319,2505
2L,Helvetic Airways,Switzerland,ZRH,Zürich Airport,Zurich,CH,47.458056,8.548056,LPA,Gran Canaria Airport,Gran Canaria Island,ES,27.9319,-15.3866,,0,319,3001
2L,Helvetic Airways,Switzerland,ZRH,Zürich Airport,Zurich,CH,47.458056,8.548056,RMF,Marsa Alam International Airport,Marsa Alam,EG,25.555548,34.59245,,0,319,3338
2N,NextJet,Sweden,AJR,Arvidsjaur Airport,Arvidsjaur,SE,65.59030151367188,19.28190040588379,LYC,Lycksele Airport,Lycksele,SE,64.548302,18.7162,,0,ATP,119
2N,NextJet,Sweden,ARN,Stockholm-Arlanda Airport,Stockholm,SE,59.64849,17.928829,GEV,Gällivare Airport,Gällivare,SE,67.13240051269531,20.814599990844727,,0,ATP,844
2N,NextJet,Sweden,ARN,Stockholm-Arlanda Airport,Stockholm,SE,59.64849,17.928829,HAD,Halmstad Airport,Halmstad,SE,56.69110107421875,12.820199966430664,,0,SF3,445
2N,NextJet,Sweden,ARN,Stockholm-Arlanda Airport,Stockholm,SE,59.64849,17.928829,JKG,Jönköping Airport,Jönköping,SE,57.757598876953125,14.068699836730957,,0,ATP SF3,306
